iso,year,pm25,death_rate
NGA,2001,58.1213895225908,17.149
NGA,2002,61.7052833837302,16.799
NGA,2003,51.4747260234232,16.37
NGA,2004,61.7935698630297,15.986
NGA,2005,57.1814452958929,15.692
NGA,2006,63.273214898786,15.43
NGA,2007,67.3061477374151,15.067
NGA,2008,66.802718165195,14.801
NGA,2009,59.9637374393469,14.554
NGA,2010,57.0453595776344,14.36
NGA,2011,60.5981870803509,14.203
NGA,2012,59.6227203937751,14.019
NGA,2013,52.2390699243857,13.864
NGA,2014,54.1305836870948,13.736
NGA,2015,75.1290695732099,13.656
NGA,2016,69.3722566585403,13.408
NGA,2017,68.2246345183228,13.192
NGA,2018,60.0682766381431,12.952
NGA,2019,56.1742360202495,12.679
NGA,2020,63.7025276792271,12.586
NGA,2021,63.7505486555452,12.306
NGA,2022,70.6169092406565,11.953
NGA,2023,65.740618883028,11.74
NIC,1990,25.6026468183991,7.656
NIC,1991,25.5295578067305,7.255
NIC,1992,25.5819266176816,7.048
NIC,1993,25.6342954286327,6.825
NIC,1994,25.6866642395837,6.6
NIC,1995,25.4881174052956,6.446
NIC,1996,25.7914018614859,6.297
NIC,1997,25.843770672437,6.229
NIC,1998,25.896139483388,6.912
NIC,1999,25.9485082943391,6.234
NIC,2000,26.1263349279098,6.145
NIC,2001,25.6796881066035,5.982
NIC,2002,25.6798615765626,5.735
NIC,2003,26.4224562069187,5.556
NIC,2004,23.3437287850243,5.401
NIC,2005,24.8758708063952,5.21
NIC,2006,23.1967206955892,5.115
NIC,2007,22.2634722922487,5.104
NIC,2008,21.7927408124447,5.097
NIC,2009,19.9791596149986,5.127
NIC,2010,21.4832012982569,5.09
NIC,2011,21.7376057725567,5.051
NIC,2012,19.8316265447103,4.964
NIC,2013,21.0739297029074,4.982
NIC,2014,19.0966063692655,4.964
NIC,2015,20.8272949678995,4.993
NIC,2016,19.9336354891463,4.959
NIC,2017,20.1452148940178,4.949
NIC,2018,21.1687703840053,4.832
NIC,2019,20.2131179025699,4.95
NIC,2020,21.6853479304391,6.663
NIC,2021,20.0656114146273,6.618
NIC,2022,20.8229199248067,4.691
NIC,2023,20.4180839334698,4.586
NLD,1990,21.658238389522,8.6
NLD,1991,21.6436388987104,8.6
NLD,1992,21.3692164887282,8.6
NLD,1993,21.0947940787461,9.0
NLD,1994,20.820371668764,8.7
NLD,1995,21.0655950971218,8.8
NLD,1996,20.2715268487997,8.9
NLD,1997,19.9971044388176,8.7
NLD,1998,19.7226820288355,8.8
NLD,1999,19.4482596188533,8.9
NLD,2000,18.9140142897011,8.8
NLD,2001,17.1259421099777,8.7
NLD,2002,17.7603665370674,8.8
NLD,2003,19.3998595246036,8.7
NLD,2004,17.4425306234572,8.4
NLD,2005,17.1027180284708,8.4
NLD,2006,15.5942145682684,8.3
NLD,2007,15.2672865464516,8.1
NLD,2008,15.746646942208,8.2
NLD,2009,16.1093258545716,8.1
NLD,2010,16.0262291614536,8.2
NLD,2011,15.8751816468242,8.1
NLD,2012,13.057940983087,8.4
NLD,2013,13.6203180669567,8.4
NLD,2014,13.3086643474591,8.3
NLD,2015,12.0566403406417,8.7
NLD,2016,11.7209776911577,8.7
NLD,2017,11.512544838837,8.8
NLD,2018,12.166093154962,8.9
NLD,2019,10.5448242918594,8.8
NLD,2020,8.95977219371951,9.7
NLD,2021,10.0302491904906,9.8
NLD,2022,9.71599320228502,9.6
NLD,2023,8.58757364083248,9.5
NOR,1990,12.4592374381614,10.9
NOR,1991,12.3475993921246,10.5
NOR,1992,12.2194007229423,10.4
NOR,1993,12.09120205376,10.8
NOR,1994,11.9630033845777,10.2
NOR,1995,11.8679259616858,10.4
NOR,1996,11.7066060462131,10.0
