iso,year,cons_prod_ratio,openness
LKA,1993,0.8310260586319218,77.1475183409566
LKA,1994,0.8257207038562336,79.4307906970319
LKA,1995,0.8145880706664335,81.6350490886111
LKA,1996,0.8073728690077225,78.8739637143809
LKA,1997,0.7417916497770572,80.1375533095503
LKA,1998,0.7417661724183177,78.4949891255872
LKA,1999,1.917670922324305,78.7514783496374
LKA,2000,1.7831831831831833,88.636441704913
LKA,2001,1.8903327426658794,80.8986015327576
LKA,2002,2.099656994530453,76.3351317826517
LKA,2003,1.6852522999721218,75.336247330543
LKA,2004,1.740678535438361,79.4829449011187
LKA,2005,1.7977720651242504,73.6039729580533
LKA,2006,1.87429366252282,71.2611784883009
LKA,2007,1.702549814251942,68.6065116601391
LKA,2008,1.8391998626373625,63.369043608222
LKA,2009,1.6162901686286988,49.1491415308235
LKA,2015,2.021794671255019,46.9179708088698
LKA,2016,1.9476252294194012,46.4715370250761
LKA,2017,1.9459581378563695,47.1404098001494
LKA,2018,2.117097879525252,49.8093967520437
LKA,2019,2.045200416943049,49.4255238852768
LKA,2020,2.050411522633745,37.0891188568192
LKA,2021,2.196705565960716,41.2288463294978
LTU,1995,1.8259945540280267,84.5445654964236
LTU,1996,1.290533672172808,92.813796697758
LTU,1997,1.3628569544285432,99.6494889661181
LTU,1998,1.3868225292242295,89.3653045985264
LTU,1999,1.3846840148698885,74.5847357424933
LTU,2000,1.6489065270623997,83.1914942748116
LTU,2001,1.5364459266317296,93.4871373685836
LTU,2002,1.4198642033791253,100.332229474818
LTU,2003,1.7216999763014456,98.0914043206711
LTU,2004,1.592575826165686,104.072070698543
LTU,2005,1.483589410661473,117.449691165186
LTU,2006,1.5847129270870024,124.613633047292
LTU,2007,1.57916505105338,116.295810328172
LTU,2008,1.5391782291038274,126.759707831841
LTU,2009,1.604879569724842,105.040251236614
LTU,2010,1.4716707723518332,131.626507396009
LTU,2011,1.6773638968481375,149.645306927215
LTU,2012,1.4261420236231677,156.638925650513
LTU,2013,1.560541527228476,156.626637927418
LTU,2014,1.61054024599097,143.290115780694
LTU,2015,1.548256036795707,138.195575009601
LTU,2016,1.6524194779422987,134.690449650877
LTU,2017,1.6799728854409883,144.918393101325
LTU,2018,1.7802296108543312,147.202132525221
LTU,2019,1.6431450135560928,148.374996011818
LTU,2020,1.5211851851851852,135.796565563519
LTU,2021,1.637973581071273,154.726303914099
LUX,1990,1.0,187.811167101457
LUX,1991,1.0,188.663907871345
